Color	Type	SKU	Description	Base Price
MG	FILLERS & MOLDINGS	MG-BDD24	Decorative Door For 24"D Base Cabinet 	41.06
MG	FILLERS & MOLDINGS	MG-OCM8	"Outside Corner Molding 1""W x 96""H x 1""D"	16.57
MG	FILLERS & MOLDINGS	MG-QRM8	"Quarter Round Molding 3/4""W × 96""H × 3/4""D"	12.42
MG	FILLERS & MOLDINGS	MG-BM8	"Batten Molding 3/4""W × 96""H × 1/4""D"	7.45
MG	FILLERS & MOLDINGS	MG-TK96	"Toe Kick 96""W × 4 1/2""H × 1/4""D"	8.01
MG	FILLERS & MOLDINGS	MG-SM8	"Scribe Molding 3/4""W × 96""H × 1/4""D"	7.45
MG	FILLERS & MOLDINGS	MG-FBM8	"Furniture Base Molding 96""W × 4 1/2""H × 5/8""D"	35.82
MG	FILLERS & MOLDINGS	MG-CB7X9	Decorative Corbel	23.1
MG	FILLERS & MOLDINGS	MG-COV	Cove Crown Molding	53.42
MG	FILLERS & MOLDINGS	MG-CCM	Classic Crown Molding	53.42
MG	FILLERS & MOLDINGS	MG-BSK	"Base Skin Panel 23 1/4""W × 34 1/2""H × 1/4""D"	12.42
MG	FILLERS & MOLDINGS	MG-WS42	"Wall Skin Panel 15""W × 42""H × 1/4""D"	10.78
MG	FILLERS & MOLDINGS	MG-TLRM8	Light Rail Molding	38.3
MG	FILLERS & MOLDINGS	MG-RPAV30	30"W Valance	23.41
MG	FILLERS & MOLDINGS	MG-RPAV36	36"W Valance	24.64
MG	FILLERS & MOLDINGS	MG-RPAV42	42"W Valance	27.72
MG	FILLERS & MOLDINGS	MG-TUK	Touch Up Kit	10.78
MG	FILLERS & MOLDINGS	MG-SD	Sample Door	10
SW	BASE CABINETS	SW-B09FHD	"Full Height Base Cabinet 9""W × 34 1/2""H × 24""D"	52.67
SW	BASE CABINETS	SW-B12	"Base Cabinet 12""W × 34 1/2""H × 24""D"	75.46
SW	BASE CABINETS	SW-B15	"Base Cabinet 15""W × 34 1/2""H × 24""D"	85.32
SW	BASE CABINETS	SW-B18	"Base Cabinet 18""W × 34 1/2""H × 24""D"	93.02
SW	BASE CABINETS	SW-B21	"Base Cabinet 21""W × 34 1/2""H × 24""D"	101.02
SW	BASE CABINETS	SW-B24	"Base Cabinet 24""W × 34 1/2""H × 24""D"	112.42
SW	BASE CABINETS	SW-B27	"Base Cabinet 27""W × 34 1/2""H × 24""D"	121.66
SW	BASE CABINETS	SW-B30	"Base Cabinet 30""W × 34 1/2""H × 24""D"	133.67 
SW	BASE CABINETS	SW-B33	"Base Cabinet 33""W × 34 1/2""H × 24""D"	152.46
SW	BASE CABINETS	SW-B36	"Base Cabinet 36""W × 34 1/2""H × 24""D"	160.16
SW	BASE CABINETS	SW-B42	"Base Cabinet 42""W × 34 1/2""H × 24""D"	185.42
SW	DRAWER BASE CABINETS	SW-2DB36	"2 Drawer Base Cabinet 36""W × 34 1/2""H × 24""D"	239.93
SW	DRAWER BASE CABINETS	SW-DB12	"3 Drawer Base Cabinet 12""W × 34 1/2""H × 24""D"	129.02
SW	DRAWER BASE CABINETS	SW-DB15	"3 Drawer Base Cabinet 15""W × 34 1/2""H × 24""D"	141.59
SW	DRAWER BASE CABINETS	SW-DB18	"3 Drawer Base Cabinet 18""W × 34 1/2""H × 24""D"	151.21
SW	DRAWER BASE CABINETS	SW-DB21	"3 Drawer Base Cabinet 21""W × 34 1/2""H × 24""D"	160.45
SW	DRAWER BASE CABINETS	SW-DB24	"3 Drawer Base Cabinet 24""W × 34 1/2""H × 24""D"	170.06
SW	DRAWER BASE CABINETS	SW-DB30	"3 Drawer Base Cabinet 30""W × 34 1/2""H × 24""D"	191.87
SW	DRAWER BASE CABINETS	SW-DB36	"3 Drawer Base Cabinet 36""W × 34 1/2""H × 24""D"	218.12
SW	DRAWER BASE CABINETS	SW-FB18	"File Drawer Base Cabinet 18""W × 29 1/2""H × 24""D"	120.68
SW	CORNER BASE CABINETS	SW-LS33	"Lazy Susan Base Cabinet 33""W × 34 1/2""H × 24""D "	191.27
SW	CORNER BASE CABINETS	SW-LS36	"Lazy Susan Base Cabinet 36""W × 34 1/2""H × 24""D "	206.67
SW	CORNER BASE CABINETS	SW-DCSB36	"Diagonal Corner Sink Base Cabinet 36""W × 34 1/2""H × 24""D"	165.44
SW	CORNER BASE CABINETS	SW-BLB36	"Blind Base Corner Cabinet, Pull to 39"" 36""W × 34 1/2""H × 24""D"	138.6
SW	CORNER BASE CABINETS	SW-BLB42	"Blind Base Corner Cabinet, Pull to 45"" 42""W × 34 1/2""H × 24""D"	163.86
SW	SINK BASE CABINETS	SW-SB30	"Sink Base Cabinet 30""W × 34 1/2""H × 24""D"	123.2
SW	SINK BASE CABINETS	SW-SB33	"Sink Base Cabinet 33""W × 34 1/2""H × 24""D"	134.57
SW	SINK BASE CABINETS	SW-SB36	"Sink Base Cabinet 36""W × 34 1/2""H × 24""D"	136.42
SW	SINK BASE CABINETS	SW-SB42	"Sink Base Cabinet 42""W × 34 1/2""H × 24""D"	158.31
SW	SINK BASE CABINETS	SW-APSB36	"Apron Sink Base Cabinet 36""W × 34 1/2""H × 24""D"	163.7
SW	BASE END CABINETS	SW-AB24	"Angle Base Cabinet 2 Doors 24""W × 34 1/2""H × 24""D"	110.33
SW	SPICE PULL OUT BASE CABINETS	SW-BSP06	"Base spice rack pull out cabinet 6""W × 34 1/2""H × 24""D"	104.62
SW	TRASH CAN BASE CABINETS	SW-BTC18-2	Pull Out Trash Can Cabinet, Two Trash Can 18"W × 34 1/2"H × 24"D	218.23
SW	MICROWAVE BASE CABINETS	SW-BM30	"Base microwave cabinet 1 drawer 30""W × 34 1/2""H × 24""D"	125.64
SW	WALL CABINETS	SW-W0930	Wall cabinet 9"W x 30"H x 12"D	48.61
SW	WALL CABINETS	SW-W1230	Wall cabinet 12"W x 30"H x 12"D	53.61
SW	WALL CABINETS	SW-W1530	Wall cabinet 15"W x 30"H x 12"D	62.66
SW	WALL CABINETS	SW-W1830	Wall cabinet 18"W x 30"H x 12"D	71.17
SW	WALL CABINETS	SW-W2130	Wall cabinet 21"W x 30"H x 12"D	75.23
SW	WALL CABINETS	SW-W2430	Wall cabinet 24"W x 30"H x 12"D	90.58
SW	WALL CABINETS	SW-W2730	Wall cabinet 27"W x 30"H x 12"D	100.19
SW	WALL CABINETS	SW-W3030	Wall cabinet 30"W x 30"H x 12"D	107.77
SW	WALL CABINETS	SW-W3330	Wall cabinet 33"W x 30"H x 12"D	117.01
SW	WALL CABINETS	SW-W3630	Wall cabinet 36"W x 30"H x 12"D	124.4
SW	WALL CABINETS	SW-W0936	Wall cabinet 9"W x 36"H x 12"D	52.87
SW	WALL CABINETS	SW-W1236	Wall cabinet 12"W x 36"H x 12"D	61
SW	WALL CABINETS	SW-W1536	Wall cabinet 15"W x 36"H x 12"D	70.61
SW	WALL CABINETS	SW-W1836	Wall cabinet 18"W x 36"H x 12"D	79.48
SW	WALL CABINETS	SW-W2136	Wall cabinet 21"W x 36"H x 12"D	92.24
SW	WALL CABINETS	SW-W2436	Wall cabinet 24"W x 36"H x 12"D	102.25
SW	WALL CABINETS	SW-W2736	Wall cabinet 27"W x 36"H x 12"D	106.26
SW	WALL CABINETS	SW-W3036	Wall cabinet 30"W x 36"H x 12"D	121.66
SW	WALL CABINETS	SW-W3336	Wall cabinet 33"W x 36"H x 12"D	133.98
SW	WALL CABINETS	SW-W3636	Wall cabinet 36"W x 36"H x 12"D	144.76
SW	WALL CABINETS	SW-W0942	Wall cabinet 9"W x 42"H x 12"D	61.18
SW	WALL CABINETS	SW-W1242	Wall cabinet 12"W x 42"H x 12"D	69.5
SW	WALL CABINETS	SW-W1542	Wall cabinet 15"W x 42"H x 12"D	82.26
SW	WALL CABINETS	SW-W1842	Wall cabinet 18"W x 42"H x 12"D	93.53
SW	WALL CABINETS	SW-W2142	Wall cabinet 21"W x 42"H x 12"D	102.59
SW	WALL CABINETS	SW-W2442	Wall cabinet 24"W x 42"H x 12"D	123.48
SW	WALL CABINETS	SW-W2742	Wall cabinet 27"W x 42"H x 12"D	132.17
SW	WALL CABINETS	SW-W3042	Wall cabinet 30"W x 42"H x 12"D	142.15
SW	WALL CABINETS	SW-W3342	Wall cabinet 33"W x 42"H x 12"D	152.68
SW	WALL CABINETS	SW-W3642	Wall cabinet 36"W x 42"H x 12"D	164.51
SW	GLASS DOOR WALL CABINETS	SW-GDW1212	"Glass Door Wall Cabinet 12""W x 12""H x 12""D"	41.07
SW	GLASS DOOR WALL CABINETS	SW-GDW1512	"Glass Door Wall Cabinet 15""W x 12""H x 12""D"	47.71
SW	GLASS DOOR WALL CABINETS	SW-GDW1530	"Glass Door Wall Cabinet 15""W x 30""H x 12""D"	73.51
SW	GLASS DOOR WALL CABINETS	SW-GDW1536	"Glass Door Wall Cabinet 15""W x 36""H x 12""D"	86.45
SW	GLASS DOOR WALL CABINETS	SW-GDW1542	"Glass Door Wall Cabinet 15""W x 42""H x 12""D"	99.08
SW	GLASS DOOR WALL CABINETS	SW-GDW1812	"Glass Door Wall Cabinet 18""W x 12""H x 12""D"	54.07
SW	GLASS DOOR WALL CABINETS	SW-GDW1830	"Glass Door Wall Cabinet 18""W x 30""H x 12""D"	83.72
SW	GLASS DOOR WALL CABINETS	SW-GDW1836	"Glass Door Wall Cabinet 18""W x 36""H x 12""D"	96.42
SW	GLASS DOOR WALL CABINETS	SW-GDW1842	"Glass Door Wall Cabinet 18""W x 42""H x 12""D"	109.44
SW	GLASS DOOR WALL CABINETS	SW-GDW2112	"Glass Door Wall Cabinet 21""W x 12""H x 12""D"	67.88
SW	GLASS DOOR WALL CABINETS	SW-GDW2412	"Glass Door Wall Cabinet 24""W x 12""H x 12""D"	81.69
SW	GLASS DOOR WALL CABINETS	SW-GDW2430	"Glass Door Wall Cabinet 24""W x 30""H x 12""D"	101.23
SW	GLASS DOOR WALL CABINETS	SW-GDW2436	"Glass Door Wall Cabinet 24""W x 36""H x 12""D"	118.38
SW	GLASS DOOR WALL CABINETS	SW-GDW2442	"Glass Door Wall Cabinet 24""W x 42""H x 12""D"	138.61
SW	GLASS DOOR WALL CABINETS	SW-GDW3012	"Glass Door Wall Cabinet 30""W x 12""H x 12""D"	109.31
SW	GLASS DOOR WALL CABINETS	SW-GDW3030	"Glass Door Wall Cabinet 30""W x 30""H x 12""D"	133.59
SW	GLASS DOOR WALL CABINETS	SW-GDW3036	"Glass Door Wall Cabinet 30""W x 36""H x 12""D"	149.51
SW	GLASS DOOR WALL CABINETS	SW-GDW3042	"Glass Door Wall Cabinet 30""W x 42""H x 12""D"	165.66
SW	GLASS DOOR WALL CABINETS	SW-GDW3612	"Glass Door Wall Cabinet 36""W x 12""H x 12""D"	136.93
SW	WALL CORNER CABINETS	SW-BLW2730	"Wall blind corner cabinet 27""W x 30""H x 12""D"	86.88
SW	WALL CORNER CABINETS	SW-BLW2736	"Wall blind corner cabinet 27""W x 36""H x 12""D"	97.78
SW	WALL CORNER CABINETS	SW-BLW2742	"Wall blind corner cabinet 27""W x 42""H x 12""D"	113.87
SW	WALL CORNER CABINETS	SW-WDC2430	"Wall diagonal corner cabinet 24""W x 30""H x 12""D"	136.19
SW	WALL CORNER CABINETS	SW-WDC2436	"Wall diagonal corner cabinet 24""W x 36""H x 12""D"	146.71
SW	WALL CORNER CABINETS	SW-WDC2442	"Wall diagonal corner cabinet 24""W x 42""H x 12""D"	168.5
SW	GLASS DOOR DIAGONAL WALL CABINETS	SW-GDWDC2430	"Diagonal Wall Glass Door Cabinet 24""W x 30""H x 12""D"	150.46
SW	GLASS DOOR DIAGONAL WALL CABINETS	SW-GDWDC2436	"Diagonal Wall Glass Door Cabinet 24""W x 36""H x 12""D"	165.86
SW	GLASS DOOR DIAGONAL WALL CABINETS	SW-GDWDC2442	"Diagonal Wall Glass Door Cabinet 24""W x 42""H x 12""D"	181.26
SW	BRIDGE CABINETS	SW-W3012	Wall cabinet 30"W x 12"H x 12"D	60.81
SW	BRIDGE CABINETS	SW-W3015	Wall cabinet 30"W x 15"H x 12"D	67.84
SW	BRIDGE CABINETS	SW-W3018	Wall cabinet 30"W x 18"H x 12"D	73.94
SW	BRIDGE CABINETS	SW-W3024	Wall cabinet 30"W x 24"H x 12"D	88.36
SW	BRIDGE CABINETS	SW-W3312	Wall cabinet 33"W x 12"H x 12"D	63.86
SW	BRIDGE CABINETS	SW-W3315	Wall cabinet 33"W x 15"H x 12"D	69.96
SW	BRIDGE CABINETS	SW-W3318	Wall cabinet 33"W x 18"H x 12"D	77.27
SW	BRIDGE CABINETS	SW-W3324	Wall cabinet 33"W x 24"H x 12"D	91.86
SW	BRIDGE CABINETS	SW-W3612	Wall cabinet 36"W x 12"H x 12"D	66.91
SW	BRIDGE CABINETS	SW-W3615	Wall cabinet 36"W x 15"H x 12"D	72.09
SW	BRIDGE CABINETS	SW-W3618	Wall cabinet 36"W x 18"H x 12"D	80.59
SW	BRIDGE CABINETS	SW-W3624	Wall cabinet 36"W x 24"H x 12"D	104.07
SW	REFRIGERATOR CABINETS	SW-W361224	Wall cabinet 36"W x 12"H x 24"D	85.58
SW	REFRIGERATOR CABINETS	SW-W361524	Wall cabinet 36"W x 15"H x 24"D	90.39
SW	REFRIGERATOR CABINETS	SW-W361824	Wall cabinet 36"W x 18"H x 24"D	97.04
SW	REFRIGERATOR CABINETS	SW-W362424	Wall cabinet 36"W x 24"H x 24"D	126.25
SW	MICROWAVE WALL CABINETS	SW-WBMC3030	"Microwave Wall Cabinet 30""W x 30""H x 18""D"	146.77
SW	MICROWAVE WALL CABINETS	SW-WBMC3036	"Microwave Wall Cabinet 30""W x 36""H x 18""D"	167.47
SW	MICROWAVE WALL CABINETS	SW-WBMC3042	"Microwave Wall Cabinet 30""W x 42""H x 18""D"	188.17
SW	VANITY CABINETS	SW-VSB24	"Vanity sink base cabinet 24""W × 34.5""H × 21""D"	99.63 
SW	VANITY CABINETS	SW-VSB27	"Vanity sink base cabinet 27""W × 34.5""H × 21""D"	107.21
SW	VANITY CABINETS	SW-VSB30	"Vanity sink base cabinet 30""W × 34.5""H × 21""D"	115.9
SW	VANITY CABINETS	SW-VSB36	"Vanity sink base cabinet 36""W × 34.5""H × 21""D"	131.8
SW	VANITY CABINETS	SW-VSDB42	Center sink vanity cabinet, one drawer on each side 42"W × 34.5"H × 21"D	190.55
SW	VANITY CABINETS	SW-VDB12	"Vanity drawer base cabinet 12""W × 34.5""H × 21""D"	146.08
SW	VANITY CABINETS	SW-VDB15	"Vanity drawer base cabinet 15""W × 34.5""H × 21""D"	163.21
SW	VANITY CABINETS	SW-VDB18	"Vanity drawer base cabinet 18""W × 34.5""H × 21""D"	173.78
SW	TALL CABINETS	SW-UC1884	Pantry cabinet 18"W × 84"H × 24"D	248.99
SW	TALL CABINETS	SW-UC1890	Pantry cabinet 18"W × 90"H × 24"D 	257.49
SW	TALL CABINETS	SW-UC1896	Pantry cabinet 18"W × 96"H × 24"D	269.51
SW	TALL CABINETS	SW-UC2484	Pantry cabinet 24"W × 84"H × 24"D	294.09
SW	TALL CABINETS	SW-UC2490	Pantry cabinet 24"W × 90"H × 24"D	305.92
SW	TALL CABINETS	SW-UC2496	Pantry cabinet 24"W × 96"H × 24"D	321.08
SW	TALL CABINETS	SW-OC3384	Oven Cabinet 33"W × 84"H × 24"D	363.41
SW	TALL CABINETS	SW-OC3390	Oven Cabinet 33"W × 90"H × 24"D	399.82
SW	TALL CABINETS	SW-OC3396	Oven Cabinet 33"W × 96"H × 24"D	429.03
SW	WALL ACCESSORY CABINETS	SW-WH30	Range hood front 30"W	92.71
SW	WALL ACCESSORY CABINETS	SW-WH36	Range hood front 36"W	107.17
SW	WALL ACCESSORY CABINETS	SW-WR3018	"Wall wine rack cabinet 30""W × 18""H × 12""D "	80.04
SW	ROLL OUT SHELF	SW-ROT15	15" Roll Out Shelf	58.35
SW	ROLL OUT SHELF	SW-ROT18	18" Roll Out Shelf	61.8
SW	ROLL OUT SHELF	SW-ROT21	21" Roll Out Shelf	66.33
SW	ROLL OUT SHELF	SW-ROT24	24" Roll Out Shelf	70.52
SW	ROLL OUT SHELF	SW-ROT27	27" Roll Out Shelf	74.68
SW	ROLL OUT SHELF	SW-ROT30	30" Roll Out Shelf	79.22
SW	ROLL OUT SHELF	SW-ROT33	33" Roll Out Shelf	83.78
SW	ROLL OUT SHELF	SW-ROT36	36" Roll Out Shelf	88.33
SW	FILLERS & MOLDINGS	SW-WF330	Wall Fillers  3"W x 30"H	9.24
SW	FILLERS & MOLDINGS	SW-WF336	Wall Fillers  3"W x 36"H	10.47
SW	FILLERS & MOLDINGS	SW-WF342	Wall Fillers  3"W x 42"H	11.55
SW	FILLERS & MOLDINGS	SW-WF642	Wall Fillers  6"W x 42"H	22.48
SW	FILLERS & MOLDINGS	SW-TF396	Tall Fillers  3"W x 96"H	25.47
SW	FILLERS & MOLDINGS	SW-TF696	Tall Fillers  6"W x 96"H 	56.06
SW	FILLERS & MOLDINGS	SW-REP396	"Refrigerator Panel  3""W × 96""H × 24''D"	73.67
SW	FILLERS & MOLDINGS	SW-BP4296	"Finish Panel  42''W x 96''H x 1/4''D"	61.91
SW	FILLERS & MOLDINGS	SW-DWR3	"Dishwasher End Panel 3""W × 34 1/2""H × 24''D"	28.99
SW	FILLERS & MOLDINGS	SW-WDD1230	Decorative Door For 30" Tall Wall Cabinet 	21.95
SW	FILLERS & MOLDINGS	SW-WDD1236	Decorative Door For 36" Tall Wall Cabinet 	25.47
SW	FILLERS & MOLDINGS	SW-WDD1242	Decorative Door For 42" Tall Wall Cabinet 	28.78
SW	FILLERS & MOLDINGS	SW-BDD24	Decorative Door For 24"D Base Cabinet 	41.06
SW	FILLERS & MOLDINGS	SW-OCM8	"Outside Corner Molding 1""W x 96""H x 1""D"	16.57
SW	FILLERS & MOLDINGS	SW-QRM8	"Quarter Round Molding 3/4""W × 96""H × 3/4""D"	12.42
SW	FILLERS & MOLDINGS	SW-BM8	"Batten Molding 3/4""W × 96""H × 1/4""D"	7.45
SW	FILLERS & MOLDINGS	SW-TK96	"Toe Kick 96""W × 4 1/2""H × 1/4""D"	8.01
SW	FILLERS & MOLDINGS	SW-SM8	"Scribe Molding 3/4""W × 96""H × 1/4""D"	7.45
SW	FILLERS & MOLDINGS	SW-FBM8	"Furniture Base Molding 96""W × 4 1/2""H × 5/8""D"	35.82
SW	FILLERS & MOLDINGS	SW-KD24/30	Knee Drawer	70.27
SW	FILLERS & MOLDINGS	SW-KD30/36	Knee Drawer	78.14
SW	FILLERS & MOLDINGS	SW-CB7X9	Decorative Corbel	23.1
SW	FILLERS & MOLDINGS	SW-COV	Cove Crown Molding	53.42
SW	FILLERS & MOLDINGS	SW-CCM	Classic Crown Molding	53.42
SW	FILLERS & MOLDINGS	SW-BSK	"Base Skin Panel 23 1/4""W × 34 1/2""H × 1/4""D"	12.42
SW	FILLERS & MOLDINGS	SW-WS42	"Wall Skin Panel 15""W × 42""H × 1/4""D"	10.78
SW	FILLERS & MOLDINGS	SW-TLRM8	Light Rail Molding	38.3
SW	FILLERS & MOLDINGS	SW-RPAV30	30"W Valance	23.41
SW	FILLERS & MOLDINGS	SW-RPAV36	36"W Valance	24.64
SW	FILLERS & MOLDINGS	SW-RPAV42	42"W Valance	27.72
SW	FILLERS & MOLDINGS	SW-TUK	Touch Up Kit	10.78
SW	FILLERS & MOLDINGS	SW-CBS	Decorative Corbel	42.56
SW	FILLERS & MOLDINGS	SW-SD	Sample Door	10
SG	BASE CABINETS	SG-B09FHD	"Full Height Base Cabinet 9""W × 34 1/2""H × 24""D"	52.67
SG	BASE CABINETS	SG-B12	"Base Cabinet 12""W × 34 1/2""H × 24""D"	75.46
SG	BASE CABINETS	SG-B15	"Base Cabinet 15""W × 34 1/2""H × 24""D"	85.32
SG	BASE CABINETS	SG-B18	"Base Cabinet 18""W × 34 1/2""H × 24""D"	93.02
SG	BASE CABINETS	SG-B21	"Base Cabinet 21""W × 34 1/2""H × 24""D"	101.02
SG	BASE CABINETS	SG-B24	"Base Cabinet 24""W × 34 1/2""H × 24""D"	112.42
SG	BASE CABINETS	SG-B27	"Base Cabinet 27""W × 34 1/2""H × 24""D"	121.66
SG	BASE CABINETS	SG-B30	"Base Cabinet 30""W × 34 1/2""H × 24""D"	133.67
SG	BASE CABINETS	SG-B33	"Base Cabinet 33""W × 34 1/2""H × 24""D"	152.46
SG	BASE CABINETS	SG-B36	"Base Cabinet 36""W × 34 1/2""H × 24""D"	160.16
SG	BASE CABINETS	SG-B42	"Base Cabinet 42""W × 34 1/2""H × 24""D"	185.42
SG	DRAWER BASE CABINETS	SG-DB12	"3 Drawer Base Cabinet 12""W × 34 1/2""H × 24""D"	129.02
SG	DRAWER BASE CABINETS	SG-DB15	"3 Drawer Base Cabinet 15""W × 34 1/2""H × 24""D"	141.59
SG	DRAWER BASE CABINETS	SG-DB18	"3 Drawer Base Cabinet 18""W × 34 1/2""H × 24""D"	151.21
SG	DRAWER BASE CABINETS	SG-DB21	"3 Drawer Base Cabinet 21""W × 34 1/2""H × 24""D"	160.45
SG	DRAWER BASE CABINETS	SG-DB24	"3 Drawer Base Cabinet 24""W × 34 1/2""H × 24""D"	170.06
SG	DRAWER BASE CABINETS	SG-DB30	"3 Drawer Base Cabinet 30""W × 34 1/2""H × 24""D"	191.87
SG	DRAWER BASE CABINETS	SG-DB36	"3 Drawer Base Cabinet 36""W × 34 1/2""H × 24""D"	218.12
SG	CORNER BASE CABINETS	SG-LS33	"Lazy Susan Base Cabinet 33""W × 34 1/2""H × 24""D "	191.27
SG	CORNER BASE CABINETS	SG-LS36	"Lazy Susan Base Cabinet 36""W × 34 1/2""H × 24""D "	206.67
SG	CORNER BASE CABINETS	SG-BLB36	"Blind Base Corner Cabinet, Pull to 39"" 36""W × 34 1/2""H × 24""D"	138.6
SG	CORNER BASE CABINETS	SG-BLB42	"Blind Base Corner Cabinet, Pull to 45"" 42""W × 34 1/2""H × 24""D"	163.86
SG	SINK BASE CABINETS	SG-SB30	"Sink Base Cabinet 30""W × 34 1/2""H × 24""D"	123.2
SG	SINK BASE CABINETS	SG-SB33	"Sink Base Cabinet 33""W × 34 1/2""H × 24""D"	134.57
SG	SINK BASE CABINETS	SG-SB36	"Sink Base Cabinet 36""W × 34 1/2""H × 24""D"	136.42
SG	SINK BASE CABINETS	SG-APSB36	"Apron Sink Base Cabinet 36""W × 34 1/2""H × 24""D"	163.7
SG	SPICE PULL OUT BASE CABINETS	SG-BSP06	"Base spice rack pull out cabinet 6""W × 34 1/2""H × 24""D"	104.62
SG	MICROWAVE BASE CABINETS	SG-BM30	"Base microwave cabinet 1 drawer 30""W × 34 1/2""H × 24""D"	125.64 
SG	WALL CABINETS	SG-W0930	Wall cabinet 9"W x 30"H x 12"D	48.61
SG	WALL CABINETS	SG-W1230	Wall cabinet 12"W x 30"H x 12"D	53.61
